accx,accy,accz,body_accx,body_accy,body_accz,body_gyrox,body_gyroy,body_gyroz
1.024754,-0.002693599,0.08911988,-0.004669365,-0.05762469,-0.03766283,-0.0691741,-0.0729056,0.1183935
1.023033,-0.0009329127,0.08997251,-0.006046913,-0.05523285,-0.03635172,-0.06989783,-0.07231083,0.1160364
1.021863,-0.003178544,0.09253901,-0.006876691,-0.05678779,-0.03329562,-0.06735732,-0.06996544,0.1138222
1.022096,-0.006257928,0.09103179,-0.006304899,-0.05912024,-0.03428392,-0.06723238,-0.06977221,0.1137448
1.02348,-0.007034692,0.09408414,-0.004586713,-0.05909696,-0.03068512,-0.06592066,-0.07114499,0.1104316
1.024017,-0.008638739,0.0950981,-0.003719178,-0.05985087,-0.02909902,-0.0655991,-0.0694844,0.1034181
1.023988,-0.009871793,0.09356756,-0.00342272,-0.06018658,-0.03003361,-0.06648838,-0.07066362,0.09548859
1.023991,-0.00580419,0.0931593,-0.00309828,-0.05517726,-0.02982391,-0.0635657,-0.07135129,0.0994671
1.023275,-0.001001871,0.09122052,-0.003497299,-0.04939171,-0.03112448,-0.06135045,-0.07058917,0.1040682
1.024253,-0.001734621,0.0943294,-0.002208102,-0.04910269,-0.02735879,-0.05860766,-0.07478383,0.09999241
1.023992,-0.003703143,0.0961486,-0.002164248,-0.05001392,-0.02486587,-0.05659894,-0.08015802,0.1029983
1.021849,-0.003656655,0.0901492,-0.004007641,-0.04887753,-0.03017628,-0.0572189,-0.08232921,0.1049923
1.022168,-0.004295945,0.0865804,-0.003395551,-0.04839713,-0.03304238,-0.05753337,-0.080653,0.103785
1.021612,-0.00560254,0.09200293,-0.003664133,-0.04855694,-0.0269048,-0.05788446,-0.07996617,0.1083328
1.020779,-0.006480887,0.09977118,-0.004217185,-0.04826403,-0.01841051,-0.05661348,-0.08346335,0.1089392
1.020965,-0.006926258,0.099253,-0.003757493,-0.04751615,-0.01819327,-0.05637801,-0.08611712,0.1075501
1.018995,-0.005103795,0.09764615,-0.005460777,-0.04448086,-0.01905697,-0.05732321,-0.08597277,0.1106328
1.019442,-0.002575575,0.09934565,-0.004752858,-0.04072261,-0.01660829,-0.05689083,-0.08293008,0.1134037
1.022806,-0.003596997,0.09862845,-0.001135143,-0.04049922,-0.0165718,-0.05695611,-0.07983966,0.1117437
1.023754,-0.00563892,0.1003601,5.916773e-05,-0.04128389,-0.01408357,-0.05539711,-0.08040783,0.1104295
1.021874,-0.00575271,0.1008056,-0.00158017,-0.04013023,-0.01287994,-0.05467802,-0.08123852,0.1146787
1.019073,-0.005866364,0.09388023,-0.004148298,-0.03896836,-0.01904724,-0.05550783,-0.08323115,0.1174899
1.019341,-0.007263433,0.08641417,-0.003654456,-0.03908387,-0.02575638,-0.05514623,-0.08632613,0.1182713
1.021791,-0.008957091,0.0842107,-0.0009850339,-0.03949184,-0.02720499,-0.05743089,-0.08315791,0.117993
1.022464,-0.007833466,0.08387433,-9.899564e-05,-0.03708022,-0.02678914,-0.05807848,-0.07665078,0.1156969
1.022594,-0.004264259,0.0823993,0.000235888,-0.03222245,-0.02751507,-0.05377629,-0.0721488,0.1160795
1.022937,-0.002181211,0.08495919,0.0007774729,-0.02885207,-0.02420963,-0.04964854,-0.06706114,0.1131782
1.023803,-0.003240575,0.08739755,0.001835001,-0.02862715,-0.02102977,-0.04804839,-0.06351101,0.1091605
1.023817,-0.004885072,0.08745344,0.002033675,-0.02899221,-0.02023696,-0.05146715,-0.06585174,0.1096136
1.022236,-0.003214435,0.09008338,0.0006296436,-0.02604866,-0.01687531,-0.0549876,-0.06899936,0.1078671
1.022159,-0.002340218,0.09020136,0.0007223649,-0.02390966,-0.0160315,-0.05312707,-0.06466509,0.1074205
1.022255,-0.005034288,0.08881396,0.0009809034,-0.02534863,-0.01669964,-0.05199487,-0.05834838,0.1071425
1.022085,-0.006038885,0.08627047,0.0009661657,-0.02510927,-0.01853105,-0.05302428,-0.05709635,0.1011192
