accx,accy,accz,body_accx,body_accy,body_accz,body_gyrox,body_gyroy,body_gyroz
1.017143,-0.1304419,0.1259597,0.01095557,-0.005959646,-0.01565919,0.02672913,0.06355361,-0.0141438
1.018568,-0.1304813,0.1234491,0.01235213,-0.005821885,-0.01757697,0.02477483,0.06173898,-0.01407904
1.016183,-0.1303706,0.1234107,0.009927233,-0.005535874,-0.01701605,0.02306502,0.05982144,-0.009729753
1.014581,-0.1290004,0.1251689,0.008273316,-0.003992449,-0.01465336,0.01621554,0.05928213,-0.009140803
1.014851,-0.129022,0.1269772,0.008482023,-0.003842862,-0.01223652,0.007371428,0.05835831,-0.008145433
1.015053,-0.1309863,0.1274397,0.008611693,-0.005638191,-0.01116274,0.009189604,0.06071617,-0.003782973
1.013488,-0.1314179,0.1234827,0.00696525,-0.005903016,-0.01450701,0.01327966,0.06124543,-0.002468958
1.01578,-0.1317953,0.1190294,0.009166555,-0.006115978,-0.01834715,0.01085242,0.05587584,-0.003563483
1.018661,-0.134012,0.120572,0.01194803,-0.008170433,-0.01619191,0.009138417,0.05076128,-0.005779674
1.017248,-0.1336029,0.1222709,0.0104275,-0.007601113,-0.01388159,0.007652224,0.04979465,-0.006810998
1.014491,-0.1315131,0.1222032,0.007555813,-0.005353301,-0.01333994,0.004640375,0.04884746,-0.0102822
1.011954,-0.1311788,0.1262101,0.004895415,-0.004862892,-0.008726636,0.002955018,0.04696279,-0.01609311
1.015042,-0.1302825,0.1282711,0.007854218,-0.003812472,-0.006063033,-0.001869094,0.04950029,-0.01509983
1.020242,-0.1307756,0.1260795,0.01291789,-0.004153506,-0.007656781,-0.006196808,0.05134098,-0.01033773
1.018838,-0.1344748,0.1245505,0.01137139,-0.007702656,-0.00859352,-0.004166717,0.04806732,-0.00669497
1.014538,-0.1394809,0.1239053,0.006923119,-0.01256084,-0.008652938,-0.0006336943,0.04378495,-0.005841489
1.01198,-0.1452665,0.1281737,0.004211003,-0.01820019,-0.00380604,0.008903393,0.04119528,-0.007046781
1.014513,-0.1468232,0.1339615,0.00658518,-0.01961187,0.002552382,0.02590296,0.04387227,-0.003005996
1.018522,-0.1441221,0.1314707,0.01043101,-0.01676633,0.000623258,0.03779899,0.04742823,5.646763e-05
1.016376,-0.1416401,0.1256686,0.008118356,-0.01413997,-0.004626882,0.03933197,0.04490643,-0.003216023
1.014844,-0.1375991,0.124047,0.006414667,-0.009954265,-0.005707012,0.03669449,0.0430007,-0.002955564
1.016327,-0.1348949,0.125036,0.007722562,-0.007104891,-0.004187604,0.03673227,0.04808033,-0.004402681
1.016895,-0.1355368,0.124334,0.00811323,-0.007600911,-0.004370462,0.03644251,0.05569117,-0.010699
1.020409,-0.1339484,0.1193414,0.01144605,-0.005866253,-0.00885574,0.03213324,0.06058234,-0.01151464
1.022018,-0.1302911,0.1150284,0.01287217,-0.002062177,-0.01267327,0.02654938,0.05912882,-0.01313538
1.018819,-0.1277759,0.117308,0.009487043,0.0005998816,-0.009910125,0.0211944,0.05253525,-0.01454645
1.014757,-0.1225355,0.1230388,0.005236776,0.005987035,-0.003707495,0.01749277,0.04811237,-0.009859813
1.010862,-0.117992,0.1257856,0.001151154,0.01067642,-0.0005008519,0.01382505,0.0455302,-0.007834717
1.017114,-0.1247063,0.1236398,0.007211649,0.004106549,-0.00219891,0.01123515,0.04327015,-0.006213393
1.025861,-0.1314106,0.120988,0.01576485,-0.00245545,-0.004415361,0.01573576,0.04417398,-0.007547061
1.019841,-0.1297872,0.1225234,0.009550964,-0.0006920783,-0.002457186,0.02078463,0.04421426,-0.0123105
1.014092,-0.1305077,0.12478,0.003606204,-0.00127526,0.0002096241,0.01797705,0.04097663,-0.009746434
1.015132,-0.1258084,0.1248717,0.004450224,0.00355869,0.0006986946,0.01287659,0.03690321,-0.01019796
1.013291,-0.1156631,0.1253627,0.002411964,0.01383553,0.001574169,0.006692731,0.03430461,-0.01635454
1.014776,-0.1169814,0.1249288,0.003699744,0.01264524,0.00151169,-0.003048895,0.0336829,-0.01897944
1.017408,-0.1195828,0.12502,0.006134515,0.01016751,0.001961009,-0.01436781,0.03356283,-0.02077403
1.017143,-0.1140905,0.1269291,0.005673689,0.01577866,0.004214816,-0.03495938,0.03341928,-0.02457274
1.018621,-0.1090045,0.1261959,0.006955658,0.02097774,0.00381289,-0.06202672,0.02963049,-0.03451989
1.017628,-0.1043762,0.1246749,0.005767837,0.02571276,0.00260954,-0.08508389,0.02518084,-0.04041538
1.014689,-0.1052781,0.1253774,0.002635401,0.02491007,0.003615985,-0.1065853,0.02519217,-0.03316574
1.012892,-0.1137633,0.1287793,0.0006456963,0.01651569,0.00730816,-0.1109967,0.02237212,-0.02825782
1.012311,-0.1191528,0.1307838,-0.0001258126,0.01120796,0.009589097,-0.09951195,0.017269,-0.02860798
1.01415,-0.1253555,0.1251978,0.001523958,0.005077582,0.004265658,-0.09675272,0.01756573,-0.02940717
1.01425,-0.1339849,0.1207769,0.001437764,-0.003488734,9.34166e-05,-0.09390686,0.02032224,-0.03483083
1.01496,-0.136469,0.1255697,0.001964267,-0.005918608,0.005121019,-0.08892541,0.02223548,-0.04032231
1.016024,-0.1367678,0.1299813,0.002846655,-0.006171387,0.009753793,-0.08186311,0.02180607,-0.04133809
1.012696,-0.1359659,0.1273667,-0.0006587391,-0.005330899,0.007346811,-0.06791256,0.017574,-0.04124636
1.011967,-0.1302467,0.1258855,-0.00156341,0.0004202505,0.006059726,-0.06622585,0.01690128,-0.03987579
1.012887,-0.1250388,0.1271839,-0.0008138225,0.005653752,0.007538613,-0.06608926,0.02117191,-0.03413572
1.012163,-0.1262681,0.1249437,-0.0017061,0.004444182,0.005465691,-0.0618305,0.02043124,-0.02754476
1.013326,-0.1301623,0.1218687,-0.000706719,0.0005638663,0.002544784,-0.0663172,0.01451154,-0.02142793
1.015397,-0.1304743,0.1189987,0.001205177,0.000260298,-0.0001839144,-0.06270687,0.009216559,-0.01603655
