accx,accy,accz,body_accx,body_accy,body_accz,body_gyrox,body_gyroy,body_gyroz
1.96768,-0.09013913,-0.08115033,0.9815798,0.1189627,-0.06339167,-1.163789,0.1896175,-0.4610138
1.914111,-0.2682089,0.05465774,0.9283329,-0.05885043,0.0730044,-1.311677,0.2817572,-0.3054088
1.738488,-0.572088,0.2179914,0.7529983,-0.3624821,0.236932,-0.8604905,0.2529291,-0.1889988
1.675816,-0.6779401,0.1805453,0.6905397,-0.4680857,0.2000768,-0.3301294,0.1332754,-0.1395042
1.472645,-0.4917253,0.1029419,0.4874754,-0.2816038,0.1230503,0.08194725,-0.04511077,-0.003563098
1.202201,-0.2636164,0.001947613,0.2170093,-0.05319405,0.02261032,0.064169,0.1886936,0.393139
1.021086,-0.1637166,-0.03158281,0.03573462,0.04704625,-0.01039236,-0.3769966,0.3730045,0.5762096
0.739928,-0.05514596,0.02641445,-0.2457166,0.1559942,0.04810528,-0.7091178,0.290491,0.547301
0.5662318,-0.01457023,-0.02881178,-0.419824,0.1969754,-0.006648168,-0.9714861,0.2511831,0.5903614
0.5648212,-0.1370152,-0.0101742,-0.4217386,0.07495325,0.01243451,-1.112991,0.1931611,0.4844604
0.5051122,-0.198221,0.0414589,-0.4820152,0.01417902,0.06448495,-1.006085,0.2585435,0.2836296
0.5136633,-0.2037851,0.03648886,-0.4740658,0.009050273,0.05990355,-1.022463,0.282757,0.1047594
0.555294,-0.2048582,0.1329405,-0.4330429,0.008413812,0.1567127,-0.8425335,0.05168658,-0.1087561
0.564178,-0.1361352,0.1297675,-0.4247472,0.07757259,0.1538616,-0.5012935,-0.2392203,-0.2607892
0.6064464,-0.07109447,0.08307242,-0.3830253,0.1430444,0.1074476,-0.4245578,-0.3314768,-0.4154169
0.5746707,0.04872482,0.0876933,-0.4152861,0.2632832,0.1123041,-0.4287016,-0.1684115,-0.5709292
0.547786,0.1613697,0.04381269,-0.4425767,0.376325,0.06861053,-0.8130737,-0.1233662,-0.600191
0.6056371,0.1441376,0.04442427,-0.3850352,0.3594521,0.06935904,-1.490312,-0.2057954,-0.5456287
0.6369534,0.05621375,0.02964054,-0.3539175,0.2718338,0.05466161,-1.77589,-0.2094731,-0.4271488
0.6332706,-0.2076539,0.04329906,-0.3576759,0.008206511,0.06835594,-1.442676,-0.2544033,-0.2279612
0.6325761,-0.52234,0.07430007,-0.3583132,-0.3063063,0.0993424,-0.682416,-0.465645,0.1065526
0.7738533,-0.6082039,-0.07158439,-0.2168382,-0.3920529,-0.04660659,0.2062677,-0.8295954,0.5351946
1.296184,-0.6475329,-0.3630159,0.3058317,-0.4313006,-0.3381481,0.8079846,-0.7921813,0.7226701
1.898879,-0.7409865,-0.6477386,0.908991,-0.5246853,-0.6230118,0.4750213,0.0580569,0.3694381
1.868058,-0.6148729,-0.5985419,0.8787199,-0.3984909,-0.5739619,0.113959,0.9677365,-0.2673027
1.505597,-0.4236515,-0.2137562,0.5168485,-0.2071557,-0.1893013,0.4727869,0.9375695,-0.5013687
1.545678,-0.5054536,0.03009604,0.5575176,-0.2887969,0.0544646,0.573987,0.329309,-0.2318537
1.712366,-0.5370574,-0.03171041,0.7247591,-0.3201822,-0.007385576,0.8968924,0.2005855,-0.06961339
1.73664,-0.3753631,-0.1103814,0.7495198,-0.1582027,-0.08605976,1.272388,0.4566031,-0.3148374
1.429009,-0.1848857,-0.002239459,0.4422768,0.03263217,0.02211782,0.6990136,0.503735,-0.6924077
0.7448724,0.08441274,0.04185631,-0.2415891,0.3023565,0.06628607,0.3304857,-0.05357525,-0.8405438
0.5344806,0.09850313,0.005442499,-0.4518266,0.3169276,0.02997734,0.4293623,-1.050584,-0.4741845
0.708478,-0.07952714,0.006906415,-0.2777706,0.1394146,0.03157407,0.4632716,-1.318825,0.3530477
0.6596822,-0.0725424,-0.1284254,-0.3265789,0.1469372,-0.1036005,0.6981176,-0.7675111,0.9247139
0.7045207,-0.2055605,-0.1848187,-0.2818025,0.01446689,-0.1598122,1.031489,-0.3076939,0.8925325
0.7862113,-0.3736071,-0.1799209,-0.2002049,-0.1530271,-0.1547047,1.333522,-0.1410183,0.6455115
0.7638849,-0.2857067,-0.2192255,-0.2226399,-0.06456916,-0.1937661,1.47011,-0.223177,0.395659
0.8021199,-0.2053872,-0.0758458,-0.1845163,0.01631511,-0.05010482,1.612335,-0.2939702,0.268232
0.9015184,-0.1251711,-0.05140104,-0.08522188,0.09710233,-0.02533767,1.736601,-0.166811,0.181919
0.9983655,0.008144104,-0.08627487,0.01153468,0.2309898,-0.0598491,1.499678,0.2776629,-0.04888421
0.9304805,0.09705801,-0.00560895,-0.05642481,0.3204668,0.02121719,1.143588,0.9957233,-0.2572506
0.753242,0.1942507,-0.04926412,-0.2337201,0.4181987,-0.02200245,0.5910035,1.109839,-0.2781363
0.5227538,0.2818795,-0.02413773,-0.4642397,0.5063238,0.003591269,-0.05713647,0.5558601,-0.1011294
0.3809594,0.2495795,-0.02130667,-0.6060242,0.4744562,0.006918031,-0.4093873,0.1419043,0.06642988
0.4892512,0.07608419,-0.1046425,-0.4976589,0.3013091,-0.0758967,-0.5934574,-0.08577455,0.2303884
0.577011,-0.1776988,-0.1015091,-0.4097396,0.04777658,-0.07221829,-0.6067622,-0.07171667,0.4973823
0.6617628,-0.4448175,-0.1616011,-0.3247255,-0.2191911,-0.1317409,-0.4217408,0.3248682,0.5379205
0.7579592,-0.5585016,-0.1303463,-0.2281534,-0.3328136,-0.09989069,-0.04020072,0.6084381,0.163974
0.7195113,-0.4769984,0.01346582,-0.2661062,-0.2513198,0.04454406,0.3733195,0.3751205,-0.5067078
0.9045227,-0.3112676,0.08767707,-0.08047842,-0.08565086,0.1194027,0.4545691,-0.1833491,-0.8976724
1.468723,-0.01835635,0.08419564,0.4844549,0.2071574,0.1165865,-0.1538274,-0.4528587,-0.5689882
1.96669,0.16817,0.02798749,0.9832471,0.3935395,0.06105307,-1.207304,-0.04891741,-0.1381267
1.941009,-0.1040766,0.0945277,0.9584414,0.121099,0.1282699,-1.383895,0.4921962,-0.0002018753
1.726076,-0.5293682,0.2130994,0.7443832,-0.3044414,0.2475122,-0.866294,0.4594569,0.01303489
1.773965,-0.6818612,0.2948331,0.7930979,-0.4572294,0.3298991,-0.5943789,0.09087681,-0.1660529
1.654239,-0.6352847,0.2930758,0.6741103,-0.4109735,0.3287632,-0.0536474,-0.04531555,-0.2908632
1.442557,-0.4729251,0.1111233,0.4630479,-0.2489367,0.1473854,0.2214668,0.06641597,-0.07907573
1.274561,-0.2159956,0.03068196,0.2955302,0.007684393,0.06746217,-0.157565,0.2430411,0.1606197
0.7419538,-0.0248639,0.0697331,-0.2367488,0.1985278,0.1069706,-0.3660578,0.2270045,0.280086
0.4488036,0.0762603,0.06209354,-0.5297111,0.299379,0.09972562,-0.6760666,-0.01217369,0.4093283
0.5470571,0.08769781,0.04638592,-0.4313846,0.3105466,0.08434842,-1.157821,-0.1019831,0.4679375
