accx,accy,accz,body_accx,body_accy,body_accz,body_gyrox,body_gyroy,body_gyroz
0.5265761,-0.2921722,0.1838284,-0.459311,-0.03998937,-0.06135746,0.4401229,1.011162,-0.03495942
0.5095828,-0.2961561,0.2176313,-0.4769021,-0.04209731,-0.0257065,0.5637339,0.8432287,-0.02247557
0.5432563,-0.2583508,0.2351939,-0.4437695,-0.002394072,-0.006222594,0.6098862,0.5366545,-0.01953045
0.5906197,-0.2158522,0.2692197,-0.3968694,0.04201858,0.02978789,0.5719132,0.2899512,0.02207835
0.6526129,-0.1903959,0.298723,-0.3352448,0.06939763,0.06132871,0.4610075,0.1988934,0.08828705
0.7207814,-0.2017626,0.3019332,-0.2673373,0.05995403,0.06661748,0.3008991,0.1350155,0.1357767
0.8327924,-0.2147011,0.3508058,-0.1554715,0.04893048,0.1175978,0.1585819,0.1056326,0.1760467
0.9393876,-0.1985949,0.3930367,-0.04890311,0.06693602,0.1619525,0.1048325,0.05778153,0.162791
0.9267663,-0.2049977,0.3777323,-0.06143527,0.06240961,0.1487743,0.09377213,-0.02681889,0.1403978
0.9506607,-0.1931739,0.4040041,-0.03734109,0.07608025,0.1771608,0.1420712,-0.1303322,0.09761474
1.054154,-0.1866936,0.4589519,0.06645604,0.08437122,0.2341979,0.2713789,-0.2005281,-0.004495325
1.077872,-0.2365207,0.4992126,0.09057208,0.03631261,0.276508,0.2968184,-0.233291,-0.03919905
1.122843,-0.3123006,0.527112,0.1360251,-0.03774551,0.3064011,0.1790375,-0.3841503,0.06516315
1.219833,-0.4422325,0.4867093,0.2335664,-0.1660029,0.2679205,0.137124,-0.5623149,0.2030478
1.294334,-0.5631853,0.4227964,0.3086713,-0.2853242,0.2058438,0.3224886,-0.5450864,0.2233755
1.330691,-0.5624076,0.3912168,0.3456661,-0.2829486,0.1760035,0.5142187,-0.4895032,0.1434894
1.157062,-0.5028608,0.3449875,0.1726902,-0.2218257,0.1314088,0.4017232,-0.5889032,0.05741909
0.8942814,-0.4809208,0.2886825,-0.08943747,-0.1983215,0.07662923,0.2595192,-0.7236299,-0.01632527
0.8303482,-0.4634221,0.2393633,-0.1527221,-0.1792626,0.02872442,0.2925863,-0.8695461,-0.03064394
0.8893291,-0.4577102,0.1949934,-0.09309436,-0.1719888,-0.01434051,0.2587911,-0.9700839,-0.008428259
0.9679209,-0.4874173,0.164799,-0.0138536,-0.2001272,-0.04333553,0.2575685,-0.9240723,-0.004614414
1.045904,-0.474926,0.1492312,0.06478117,-0.1860557,-0.05780394,0.3550175,-0.9010308,0.02449307
1.058993,-0.4614421,0.1404518,0.07852227,-0.1709756,-0.06557711,0.4482518,-0.8753277,0.06668561
0.987635,-0.4462589,0.1078429,0.007810858,-0.1541765,-0.09726569,0.5746613,-0.8294498,0.06946966
0.9086968,-0.3662233,0.07394609,-0.07048791,-0.07250312,-0.13032,0.6034055,-0.836663,0.01405144
0.8371731,-0.3184997,0.07267638,-0.1413796,-0.0231204,-0.130816,0.5852367,-0.7735764,-0.07996768
0.732574,-0.2842915,0.07415952,-0.2453494,0.01276504,-0.1286185,0.6066788,-0.757536,-0.1172089
0.6643209,-0.2276955,0.06947872,-0.3129675,0.07105057,-0.1326354,0.5468376,-0.76948,-0.09436825
0.6087379,-0.1835258,0.04847327,-0.3678981,0.1169144,-0.1530184,0.4501006,-0.7112935,-0.09350626
0.5727347,-0.1337659,0.01566418,-0.4032169,0.1683633,-0.1852379,0.2780813,-0.7094511,-0.07270795
0.6192457,-0.1367478,0.01187437,-0.3559746,0.167054,-0.1884614,0.1020069,-0.6511894,-0.01343443
0.672995,-0.1680928,0.02922016,-0.3014336,0.1373535,-0.1705632,0.06272967,-0.5585364,0.002496634
0.7572516,-0.1869518,0.0378584,-0.2163145,0.1201008,-0.1613778,0.01547169,-0.4829512,-0.01181996
0.8637891,-0.225021,0.0329182,-0.1088384,0.0835914,-0.1657684,-0.007909671,-0.3725684,0.0001725136
0.9447652,-0.2420631,0.03141598,-0.02684701,0.06805655,-0.1667118,0.01869625,-0.3192663,0.019701
1.023651,-0.2375708,0.03548225,0.0531255,0.07399894,-0.1620712,-0.02274379,-0.1859085,0.02505472
1.054973,-0.207023,0.03655092,0.0855985,0.105936,-0.1604069,-0.1042986,-0.05348709,0.03782997
1.085182,-0.1631519,0.0527854,0.1170103,0.1511311,-0.1435504,-0.227576,-0.09802816,0.0687766
1.14246,-0.1670373,0.07599326,0.17553,0.1484994,-0.1196901,-0.3191844,-0.1091124,0.08996551
1.19404,-0.1786521,0.08144354,0.2283784,0.1380619,-0.113554,-0.3183625,-0.1020159,0.08724274
1.279741,-0.183026,0.07403608,0.3153573,0.1347842,-0.1202405,-0.3212863,-0.1211413,0.09351443
1.37692,-0.2425743,0.0526721,0.4138058,0.07624707,-0.1408465,-0.3135704,-0.05399896,0.1209498
1.474667,-0.3557163,0.01326106,0.5127927,-0.03597029,-0.1794605,-0.2804318,0.067904,0.116616
1.507919,-0.4371454,0.003096131,0.5472284,-0.1165583,-0.1887861,-0.2963382,0.2108362,0.03948922
1.411655,-0.4418239,0.06602054,0.4520678,-0.1204723,-0.1249767,-0.404457,0.2561032,-0.08187845
1.361645,-0.4738117,0.1138993,0.4030585,-0.1517628,-0.07616508,-0.5164393,0.1868137,-0.1344632
1.406968,-0.5945478,0.05996774,0.4492614,-0.2718582,-0.1291163,-0.4205877,0.2143178,-0.04586654
