accx,accy,accz,body_accx,body_accy,body_accz,body_gyrox,body_gyroy,body_gyroz
1.019669,-0.2842424,-0.0820759,0.0699185,0.04844774,0.1629372,-0.4626653,0.3935667,-0.1620148
1.010707,-0.2564713,-0.08082855,0.06148765,0.07672505,0.1644687,-0.5941093,0.2113755,-0.0906703
1.085746,-0.387973,-0.06399687,0.1370904,-0.05427523,0.1815495,-0.6416597,-0.07707824,0.04610051
1.21635,-0.5222549,0.006301058,0.2682831,-0.1880612,0.252054,-0.3407632,-0.2494617,0.1563904
1.28792,-0.5454132,0.01979545,0.340451,-0.2107245,0.2657037,0.1117938,0.1305289,0.09139373
1.277225,-0.592864,-0.1042796,0.3303475,-0.2576728,0.1417239,0.1604388,0.361511,0.02808498
1.305887,-0.7119857,-0.2773692,0.3595752,-0.3762735,-0.0313356,0.2761456,0.0768801,0.190033
1.371943,-0.7378633,-0.3204047,0.4261541,-0.4015984,-0.074405,0.78863,-0.05660002,0.3607746
1.278313,-0.6874205,-0.3460769,0.3329864,-0.350556,-0.1001686,1.187246,0.3606063,0.3407786
1.044868,-0.6403493,-0.4679129,0.09992702,-0.3028242,-0.2221439,1.162853,0.8805566,0.2015446
0.7702668,-0.4370127,-0.4546992,-0.1743694,-0.09875653,-0.2091056,0.5730735,0.854092,0.008426164
0.6081313,-0.1605591,-0.3628896,-0.3362747,0.1785004,-0.1174947,-0.2401506,0.1695105,-0.1028571
0.682926,-0.1161447,-0.3662345,-0.2613085,0.2237818,-0.1210507,-0.615678,-0.8665513,-0.1108979
0.8075926,-0.3062307,-0.3457007,-0.1365121,0.03461235,-0.1007323,-0.5044574,-1.292758,-0.1522686
0.9012725,-0.547646,-0.3083357,-0.04273099,-0.2058481,-0.06358077,-0.1068855,-0.6561993,-0.2350293
0.9245019,-0.6601279,-0.2662043,-0.01942213,-0.317338,-0.02165629,0.3949421,-0.1296357,-0.401966
0.7985887,-0.5462724,-0.2141193,-0.145273,-0.2024478,0.03023061,0.6042335,-0.2527172,-0.5519062
0.730353,-0.3472063,-0.2602038,-0.2134578,-0.002298697,-0.01604302,0.4228642,-0.434392,-0.5385956
0.7560678,-0.2279638,-0.3003337,-0.1876944,0.1180738,-0.05635296,0.2702978,-0.6112038,-0.4705513
0.7981022,-0.1697601,-0.2853008,-0.1456042,0.1774461,-0.04148965,0.2108977,-0.6828003,-0.3349652
