accx,accy,accz,body_accx,body_accy,body_accz,body_gyrox,body_gyroy,body_gyroz
-0.07428186,0.5901563,0.8207004,-0.05477443,-1.519692e-05,0.008141604,-0.03173006,-0.1022852,0.1611766
-0.06337238,0.5887236,0.8187834,-0.04367987,-0.001235558,0.005777346,-0.0327928,-0.09639523,0.1540154
-0.05458837,0.5875662,0.8141852,-0.03468402,-0.002184199,0.0007350671,-0.037355,-0.08480579,0.1485455
-0.0585768,0.5817413,0.8190308,-0.03843424,-0.007804171,0.005140554,-0.04286678,-0.08548523,0.1477163
-0.06174478,0.57538,0.8254002,-0.04133825,-0.01396445,0.01107453,-0.0461789,-0.0789427,0.1439756
-0.06080528,0.5765631,0.8228005,-0.04010958,-0.01258386,0.008044453,-0.04444403,-0.07462081,0.1428704
-0.06355453,0.5753921,0.8293636,-0.04254499,-0.01356064,0.01418272,-0.04169382,-0.07800009,0.1389028
-0.06506802,0.5695013,0.8403601,-0.04372047,-0.01926001,0.02475992,-0.03697455,-0.08976679,0.1363606
-0.0643051,0.569969,0.8409898,-0.04259584,-0.01860313,0.02497563,-0.02904471,-0.1060389,0.141636
-0.06161491,0.5707378,0.8391572,-0.03952077,-0.01764694,0.02273388,-0.02383872,-0.1002355,0.1428565
-0.05866837,0.5629944,0.8387748,-0.0361668,-0.02520396,0.02194682,-0.0220845,-0.08465469,0.1362212
-0.0561104,0.5584261,0.8371562,-0.03317965,-0.02958625,0.01992755,-0.02081978,-0.0816395,0.1232675
-0.05275509,0.5649378,0.8367205,-0.02937437,-0.02288819,0.019095,-0.008910404,-0.06955867,0.1143806
-0.05464484,0.5706425,0.8356814,-0.03079447,-0.0169959,0.01766266,0.006853619,-0.06540085,0.1182237
-0.06505354,0.5698225,0.8292029,-0.0407149,-0.01762659,0.01079434,0.006986171,-0.07272946,0.1214068
-0.079061,0.5748302,0.8289558,-0.05421625,-0.01242769,0.010161,0.008093024,-0.06453516,0.118238
-0.09112395,0.5848043,0.8392382,-0.06575547,-0.002260379,0.02006086,0.01458422,-0.07990089,0.1245225
-0.09564979,0.5813611,0.8395568,-0.06973963,-0.005508681,0.02000066,0.01693815,-0.1298779,0.1397472
-0.07428137,0.5732605,0.8321866,-0.04781109,-0.01341299,0.0122552,0.02586466,-0.1698341,0.1422726
-0.03810887,0.5749039,0.8321229,-0.01106014,-0.01157214,0.01181967,0.02610968,-0.1620952,0.1359371
-0.03380625,0.5786964,0.8293977,-0.006162011,-0.00758094,0.008726316,0.01451319,-0.1273934,0.1343707
-0.0396466,0.5843898,0.8260329,-0.01139195,-0.001687947,0.004997175,0.00892291,-0.114023,0.1285736
